"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","总市值","流通市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"7280","GIII","G-III Apparel Group Ltd.","29.640","-0.250","-0.84%","0.14%","81.73%","24.85%","0.000","0.000","0","0","46.44万","1377.56万","0.000%","30.010","29.890","30.520","29.170","1.07","0.07","4.52","42.342","10.081","1.093","1.21","0.00%","29.890","29.640","0.00%","0.00%","179","5.18万","0.00","0.00","0.000","0.000","14.33亿","12.84亿","4835.87万","4333.42万","4.77%","7.98%","6.81%","192.60%","10.10%","服装零售"
"7281","TWST","Twist Bioscience","165.405","-1.395","-0.84%","-0.92%","54.07%","17.07%","0.000","0.000","0","0","88.61万","1.46亿","0.000%","168.000","166.800","169.412","158.020","1.99","-0.33","6.83","亏损","亏损","12.605","0.70","0.00%","168.250","162.500","0.87%","-1.76%","23.55万","31.90万","4.80","2.68","+1.450","-2.905","80.41亿","73.79亿","4861.62万","4460.99万","-16.31%","-2.55%","-1.78%","145.85%","447.70%","诊断与研究"
"7282","YORW","York Water Co.","44.950","-0.380","-0.84%","0.02%","-2.27%","-3.54%","0.000","0.000","0","0","2.59万","116.24万","1.600%","45.450","45.330","45.630","44.490","0.20","0.23","2.52","35.960","40.495","4.147","1.07","0.00%","45.330","45.700","0.00%","1.67%","2.81万","4.63万","0.00","1.67","0.000","+0.750","5.87亿","5.78亿","1305万","1286.56万","-0.04%","2.51%","-3.77%","-1.05%","-5.84%","公用事业-受管制的水"
"7283","APLS","Apellis Pharmaceuticals","47.320","-0.400","-0.84%","0.28%","22.18%","-17.27%","0.000","0.000","0","0","34.68万","1654.85万","0.000%","48.350","47.720","48.900","46.700","0.63","-0.13","4.61","亏损","亏损","33.872","0.57","0.00%","47.720","47.320","0.00%","0.00%","8160","110.80万","0.00","0.00","0.000","0.000","35.84亿","26.17亿","7573.69万","5530万","2.80%","5.39%","-8.98%","52.89%","12.72%","生物技术"
"7284","SKYW","西空航空","44.870","-0.380","-0.84%","0.56%","26.04%","11.31%","0.000","0.000","0","0","28.76万","1282.00万","0.310%","45.270","45.250","45.360","43.720","0.59","0.00","3.62","亏损","亏损","1.051","0.57","0.00%","45.270","44.870","0.04%","0.00%","8189","8.71万","0.57","0.00","+0.020","0.000","22.50亿","21.90亿","5014.02万","4881.76万","1.15%","9.47%","6.48%","46.01%","-21.86%","航空股"
"7285","CORR","CorEnergy Infrastructure Trust","8.270","-0.070","-0.84%","0.85%","75.17%","21.46%","0.000","0.000","0","0","43.57万","361.74万","19.350%","8.380","8.340","8.640","8.170","3.47","0.36","5.64","亏损","亏损","3.790","0.42","0.00%","8.540","8.260","2.40%","-0.12%","1086","1017","2.40","0.36","+0.200","-0.010","1.13亿","1.04亿","1365.15万","1255.29万","-15.19%","-11.21%","12.29%","-10.34%","-81.40%","-"
"7286","NBY","NovaBay Pharmaceuticals","1.180","-0.010","-0.84%","0.43%","94.40%","69.30%","0.000","0.000","0","0","324.93万","385.46万","0.000%","1.210","1.190","1.220","1.140","10.46","1.26","6.72","亏损","亏损","3.554","0.47","0.00%","1.190","1.170","0.00%","-0.85%","6.54万","7.77万","2.52","2.54","0.000","-0.010","4930.34万","3665.00万","4178.26万","3105.93万","16.83%","29.39%","30.39%","18.71%","132.28%","生物技术"
"7287","UBS","瑞银","15.300","-0.130","-0.84%","0.13%","11.92%","8.28%","0.000","0.000","0","0","170.93万","2613.73万","4.750%","15.340","15.430","15.360","15.190","0.05","-0.07","1.10","8.547","8.547","0.913","0.45","0.00%","15.340","15.290","-0.58%","-0.07%","11.19万","16.15万","0.71","0.59","-0.090","-0.010","543.39亿","541.01亿","35.52亿","35.36亿","2.20%","1.26%","1.26%","27.18%","18.75%","银行-多样化"
"7288","IDNA","ISHARES GOLD TRUST GENOMICS IMMUNOLOGY AND HEALTHCARE ETF","52.880","-0.450","-0.84%","-0.02%","26.94%","15.11%","0.000","0.000","0","0","19.07万","1012.92万","0.000%","53.680","53.330","53.755","52.490","3.47","0.06","2.37","-","-","-","1.68","0.00%","0.000","52.880","0.00%","0.00%","0","105","0.00","0.00","0.000","0.000","2.91亿","2.91亿","550万","550万","0.57%","5.07%","6.46%","38.61%","77.68%","-"
"7289","DGL","PowerShares DB黄金基金","52.845","-0.451","-0.85%","0.00%","-4.18%","-4.53%","0.000","0.000","0","0","2015","10.70万","0.000%","53.370","53.296","53.392","52.727","0.10","0.22","1.25","-","-","-","0.24","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.06亿","1.06亿","200万","200万","1.70%","-1.04%","-1.55%","-8.00%","12.43%","-"
"7290","MGR","Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042","26.900","-0.230","-0.85%","-0.44%","-1.06%","-3.06%","0.000","0.000","0","0","1.67万","45.02万","0.000%","27.160","27.130","27.160","26.900","0.03","-0.26","0.96","-","-","-","0.92","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","15.23亿","15.23亿","5660.25万","5660.25万","-0.77%","-0.88%","-1.03%","-1.93%","1.95%","-"
"7291","FTXR","First Trust Exchange-Traded Fund VI First Trust Nasdaq Transportation ETF","30.430","-0.260","-0.85%","0.33%","18.63%","8.46%","0.000","0.000","0","0","14.08万","429.00万","0.000%","30.760","30.690","30.760","30.047","0.47","0.21","2.32","-","-","-","1.78","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9.10亿","9.10亿","2990万","2990万","1.57%","4.39%","1.79%","31.54%","21.78%","-"
"7292","HL-B","Hecla Mining Company Preferred Stock","58.500","-0.500","-0.85%","0.00%","8.33%","-0.17%","0.000","0.000","0","0","237","1.39万","0.000%","59.000","59.000","59.000","58.500","0.00","0.00","0.85","-","-","-","2.72","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-2.11%","1.33%","-4.10%","0.00%","10.25%","-"
"7293","HRZN","Horizon Technology Finance Corp.","14.010","-0.120","-0.85%","-0.07%","18.11%","6.60%","0.000","0.000","0","0","9.37万","132.47万","8.570%","14.180","14.130","14.300","14.010","0.52","-0.07","2.05","20.014","9.662","1.254","0.51","0.00%","14.259","14.100","0.92%","0.64%","695","140","1.06","0.64","+0.129","+0.090","2.57亿","2.54亿","1836.76万","1809.82万","3.47%","4.71%","3.09%","22.09%","15.29%","资产管理"
"7294","CATB","Catabasis Pharmaceuticals Inc.","3.500","-0.030","-0.85%","-0.34%","148.23%","63.55%","0.000","0.000","0","0","294.49万","1065.70万","0.000%","3.580","3.530","3.780","3.440","16.75","-0.01","9.63","亏损","亏损","1.661","0.95","0.00%","3.589","3.550","1.69%","1.43%","10.61万","2.25万","3.40","3.14","+0.059","+0.050","8195.95万","6153.39万","2341.7万","1758.11万","1.16%","44.03%","48.31%","-47.99%","-34.82%","生物技术"
"7295","LOW","劳氏","175.730","-1.510","-0.85%","0.31%","10.75%","9.87%","0.000","0.000","0","0","278.39万","4.90亿","1.280%","176.990","177.240","177.639","174.880","0.38","0.10","1.56","24.750","32.009","31.611","0.90","0.00%","176.660","175.375","-0.33%","-0.20%","49.33万","4555.91万","0.70","0.48","-0.580","-0.355","1287.61亿","1284.78亿","7.33亿","7.31亿","1.56%","1.97%","3.84%","11.59%","42.46%","家居装修零售"
"7296","DRD","DRDGOLD Ltd.","10.480","-0.090","-0.85%","0.19%","-5.84%","-10.66%","0.000","0.000","0","0","20.05万","212.41万","5.110%","10.720","10.570","10.830","10.380","0.49","0.67","4.26","20.960","20.960","3.362","0.86","0.00%","10.700","10.480","1.23%","0.29%","1.57万","1.94万","1.23","0.00","+0.130","+0.030","9.06亿","4.27亿","8645.89万","4078.16万","4.38%","0.38%","-3.68%","-25.48%","72.20%","黄金"
"7297","FMBH","First Mid Bancshares Inc","34.940","-0.300","-0.85%","0.34%","21.59%","3.80%","0.000","0.000","0","0","2.63万","92.12万","2.320%","35.440","35.240","35.600","34.360","0.18","0.43","3.52","13.386","12.174","1.042","0.78","0.00%","0.000","34.940","0.00%","0.00%","0","1.25万","0.00","0.00","0.000","0.000","5.85亿","5.11亿","1673.64万","1463.17万","-0.17%","1.98%","-0.54%","33.22%","9.84%","银行-区域"
"7298","ROKU","Roku","465.690","-4.000","-0.85%","0.20%","104.16%","40.26%","0.000","0.000","0","0","279.70万","13.08亿","0.000%","474.390","469.690","479.950","462.955","2.63","0.22","3.62","亏损","亏损","48.595","0.71","0.00%","474.290","465.880","0.98%","0.04%","739.19万","4433.36万","1.00","0.63","+4.600","+0.190","591.11亿","495.63亿","1.27亿","1.06亿","7.63%","15.27%","13.97%","212.77%","257.54%","娱乐"
"7299","BEP","Brookfield Renewable Partners LP","46.500","-0.400","-0.85%","-0.41%","21.94%","7.76%","0.000","0.000","0","0","116.68万","5442.52万","2.800%","47.210","46.900","47.320","45.950","0.54","-0.06","2.92","亏损","亏损","3.041","1.79","0.00%","47.320","46.600","0.90%","0.22%","6.49万","40.70万","3.86","2.13","+0.420","+0.100","127.78亿","99.86亿","2.75亿","2.15亿","0.48%","1.44%","-1.50%","53.00%","32.92%","公用事业-可再生"
"7300","TATT","TAT Technologies Ltd.","5.800","-0.050","-0.85%","0.00%","34.26%","28.04%","0.000","0.000","0","0","2.15万","12.65万","0.000%","5.925","5.850","6.050","5.780","0.59","0.34","4.62","亏损","58.000","0.600","0.41","0.00%","5.970","5.840","2.05%","1.04%","17","1956","0.00","0.00","+0.120","+0.060","5147.32万","2099.49万","887.47万","361.98万","4.32%","3.94%","-7.94%","34.48%","10.90%","航天军工"
"7301","SNP","中石化","48.710","-0.420","-0.85%","0.27%","6.89%","9.22%","0.000","0.000","0","0","13.67万","665.27万","5.730%","49.370","49.130","49.370","48.490","0.04","0.06","1.79","11.909","7.227","0.523","1.22","0.00%","49.920","48.710","1.61%","0.00%","99","1.52万","0.85","0.02","+0.790","0.000","589.74亿","177.61亿","12.11亿","3.65亿","-0.08%","-0.08%","-3.53%","10.62%","-3.16%","油气一体化"
"7302","CIH","中指控股","2.320","-0.020","-0.85%","0.00%","56.76%","17.77%","0.000","0.000","0","0","3.94万","9.25万","0.000%","2.370","2.340","2.380","2.320","0.14","-0.43","2.56","4.925","5.933","5.918","0.43","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.09亿","6381.85万","9004.81万","2750.8万","1.31%","10.48%","13.17%","45.91%","-10.77%","软件-应用"
"7303","MINDP","Mitcham Industries","22.803","-0.197","-0.86%","0.00%","27.74%","1.94%","0.000","0.000","0","0","5360","12.23万","0.000%","22.700","23.000","22.980","22.700","0.05","-0.04","1.22","-","-","4.875","1.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.76亿","2.60亿","1211.94万","1140.26万","-0.42%","1.35%","0.60%","42.33%","2.27%","科技仪器"
"7304","GOAU","U.S. Global GO GOLD & Precious Metal Miners ETF","19.670","-0.170","-0.86%","0.07%","-2.72%","-1.16%","0.000","0.000","0","0","13.11万","258.13万","0.000%","20.040","19.840","20.219","19.100","2.43","-0.20","5.64","-","-","-","1.89","0.00%","19.840","0.000","0.00%","0.00%","2658","0","0.00","0.00","0.000","0.000","1.06亿","1.06亿","540万","540万","5.58%","5.41%","1.39%","-13.51%","25.39%","-"
"7305","ADT","ADT","9.260","-0.080","-0.86%","0.27%","23.34%","17.96%","8.750","0.000","100","0","202.62万","1877.62万","1.510%","9.350","9.340","9.460","9.130","1.88","0.05","3.53","亏损","亏损","2.407","0.89","100.00%","9.330","9.240","-0.11%","-0.22%","4.32万","26.57万","0.54","0.86","-0.010","-0.020","75.55亿","10.00亿","8.16亿","1.08亿","-1.17%","-3.84%","5.95%","-19.39%","34.24%","保安及保护服务"
"7306","LBAI","湖地银行","15.020","-0.130","-0.86%","0.07%","25.22%","19.30%","0.000","0.000","0","0","19.43万","291.55万","3.330%","15.260","15.150","15.280","14.790","0.40","-0.13","3.23","13.292","13.292","1.005","1.19","0.00%","15.150","15.020","0.00%","0.00%","30","3.35万","0.00","0.00","0.000","0.000","7.58亿","7.30亿","5046.88万","4858.77万","4.20%","13.15%","9.55%","42.80%","-6.12%","银行-区域"
"7307","SDH","师董会","4.620","-0.040","-0.86%","-1.28%","0.00%","15.50%","0.000","0.000","0","0","82.25万","386.07万","0.000%","4.680","4.660","4.900","4.580","14.69","0.21","6.87","10.572","10.620","4.728","0.76","0.00%","4.620","4.620","-0.86%","0.00%","6.86万","97.88万","13.95","6.71","-0.040","0.000","1.03亿","2587.20万","2240万","560万","0.00%","0.00%","0.00%","0.00%","0.00%","咨询服务"
"7308","FISV","费哲金融服务","108.480","-0.940","-0.86%","0.70%","-0.34%","-4.73%","0.000","0.000","0","0","670.23万","7.27亿","0.000%","110.690","109.420","110.690","107.660","1.18","0.07","2.77","77.485","77.485","2.249","1.49","0.00%","110.680","108.180","1.15%","-0.28%","108.61万","4863.22万","1.90","0.72","+1.260","-0.300","727.29亿","615.08亿","6.7亿","5.67亿","-3.35%","3.07%","-1.60%","11.84%","-11.31%","信息技术处"
"7309","VLO","瓦莱罗能源","64.550","-0.560","-0.86%","0.23%","31.03%","15.87%","0.000","0.000","0","0","250.54万","1.60亿","6.070%","64.670","65.110","64.990","62.880","0.62","0.16","3.24","亏损","亏损","1.400","0.68","0.00%","64.700","64.250","-0.63%","-0.46%","14.93万","257.02万","1.18","8.58","-0.410","-0.300","263.23亿","262.70亿","4.08亿","4.07亿","7.35%","12.37%","13.60%","26.61%","-16.54%","油气炼制与营销"
"7310","CMO","卡帕史丹抵押","5.760","-0.050","-0.86%","0.00%","6.55%","-0.86%","0.000","0.000","0","0","81.60万","474.32万","10.420%","5.810","5.810","5.930","5.715","0.87","0.17","3.70","亏损","亏损","0.842","0.87","0.00%","5.800","5.760","-0.17%","0.17%","672","5.22万","0.17","0.00","-0.010","+0.010","5.56亿","5.42亿","9648.1万","9417.53万","3.41%","7.06%","3.60%","-3.27%","-22.30%","REIT-抵押"
"7311","LXFR","Luxfer Holdings Plc","18.410","-0.160","-0.86%","-0.05%","32.17%","12.93%","0.000","0.000","0","0","10.63万","191.86万","2.720%","18.480","18.570","18.770","17.680","0.44","-0.22","5.87","49.756","167.363","2.877","0.91","0.00%","18.570","18.410","0.00%","-0.27%","18","1.05万","0.00","0.27","0.000","-0.050","5.09亿","4.45亿","2762.21万","2419.48万","6.72%","11.37%","5.84%","32.60%","12.22%","特种工业机械"
"7312","ADRA.U","ADARA ACQUISITION CORP UNIT 1 CL A & 1/2 WT EXP","10.360","-0.090","-0.86%","0.29%","0.00%","3.60%","0.000","0.000","0","0","11.98万","124.88万","0.000%","10.440","10.450","10.450","10.300","0.00","0.14","1.44","-","-","-","0.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"7313","GMLP","Golar LNG Partners LP","3.450","-0.030","-0.86%","0.00%","44.59%","34.50%","0.000","0.000","0","0","26.04万","89.95万","24.610%","3.460","3.480","3.470","3.450","0.54","-0.29","0.58","14.375","43.125","0.453","0.83","0.00%","3.500","0.000","0.57%","0.00%","105","0","0.00","0.00","+0.020","0.000","2.39亿","1.65亿","6930.16万","4796.82万","-1.43%","1.47%","1.47%","31.28%","-31.53%","油气中流"
"7314","CIM-C","chimera investment corporation","22.990","-0.200","-0.86%","0.00%","10.61%","5.27%","0.000","0.000","0","0","1.62万","37.31万","0.000%","23.090","23.190","23.180","22.985","0.16","0.00","0.84","-","-","-","0.55","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.39亿","2.39亿","1040万","1040万","0.70%","0.13%","1.19%","12.26%","-12.93%","-"
"7315","LIZI","荔枝","12.650","-0.110","-0.86%","-2.01%","496.70%","226.03%","0.000","0.000","0","0","241.22万","3168.90万","0.000%","12.890","12.760","14.100","12.520","23.37","0.87","12.38","亏损","亏损","23.168","0.11","0.00%","12.780","13.100","0.16%","3.56%","38.25万","14.90万","4.55","7.71","+0.020","+0.450","5.84亿","1.31亿","4613.49万","1032.06万","-12.70%","275.37%","224.36%","179.87%","23.66%","互联网内容与信息"
"7316","FLGT","Fulgent Genetics","170.980","-1.490","-0.86%","0.21%","299.49%","228.18%","0.000","0.000","0","0","132.99万","2.36亿","0.000%","172.710","172.470","185.500","170.250","10.34","0.37","8.84","83.000","亏损","22.199","0.65","0.00%","172.250","173.000","-0.13%","1.18%","74.44万","71.79万","4.94","2.34","-0.220","+2.020","41.50亿","22.00亿","2427.36万","1286.62万","43.44%","84.86%","144.82%","238.51%","841.00%","诊断与研究"
"7317","PAG","潘世奇汽车","65.370","-0.570","-0.86%","0.20%","10.52%","10.78%","0.000","0.000","0","0","21.58万","1414.46万","1.280%","66.590","65.940","67.170","64.570","0.69","-0.03","3.94","11.842","12.380","1.713","0.80","0.00%","0.000","65.370","0.00%","0.00%","0","78.81万","0.00","0.00","0.000","0.000","52.52亿","20.52亿","8033.57万","3139.34万","1.94%","6.31%","4.60%","39.29%","28.99%","汽车和卡车经销商"
"7318","CPAH","CounterPath Corp.","3.440","-0.030","-0.86%","0.29%","25.55%","1.18%","0.000","0.000","0","0","4.84万","16.65万","0.000%","3.460","3.470","3.460","3.430","1.56","-0.29","0.87","28.666","亏损","5.495","0.91","0.00%","3.460","0.000","-0.29%","0.00%","24","0","1.73","0.00","-0.010","0.000","2215.41万","1066.33万","644.01万","309.98万","-0.86%","1.18%","0.00%","-15.06%","40.98%","软件-应用"
"7319","BJK","VanEck Vectors博彩 ETF","50.330","-0.440","-0.87%","-0.31%","19.01%","7.45%","0.000","0.000","0","0","2.65万","134.13万","0.000%","50.810","50.770","51.000","50.240","1.26","-0.06","1.50","-","-","-","0.61","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.06亿","1.06亿","210万","210万","3.24%","8.54%","5.56%","34.10%","20.70%","-"
"7320","GLD","黄金ETF-SPDR","171.210","-1.500","-0.87%","0.02%","-3.36%","-4.01%","0.000","0.000","0","0","599.45万","10.29亿","0.000%","172.700","172.710","172.871","170.710","1.51","0.05","1.25","-","-","-","0.77","0.00%","172.720","171.010","0.01%","-0.12%","459.18万","1252.16万","0.41","0.18","+0.010","-0.200","680.73亿","680.73亿","3.98亿","3.98亿","1.82%","-0.85%","-1.25%","-6.70%","14.91%","-"
"7321","DAIO","Data I/O Corp.","5.710","-0.050","-0.87%","0.00%","55.80%","38.59%","0.000","0.000","0","0","6809","3.95万","0.000%","5.826","5.760","5.850","5.680","0.11","-1.21","2.95","亏损","亏损","2.347","0.25","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4805.73万","3442.02万","841.63万","602.81万","5.16%","10.87%","8.35%","51.46%","39.95%","电子元件"
"7322","TSQ","Townsquare Media","10.270","-0.090","-0.87%","-0.63%","89.48%","54.20%","0.000","0.000","0","0","9.63万","99.34万","1.460%","10.280","10.360","10.670","10.170","1.11","-0.39","4.83","亏损","亏损","2.101","0.78","0.00%","0.000","10.210","0.00%","-0.87%","0","735","0.00","0.00","0.000","-0.090","1.95亿","8925.35万","1897.82万","869.07万","-0.39%","10.08%","40.49%","118.05%","3.27%","广告公司"
"7323","ALL-G","Allstate Corporation ADS","27.380","-0.240","-0.87%","0.00%","-2.46%","-3.49%","0.000","0.000","0","0","3.45万","94.97万","0.000%","27.690","27.620","27.690","27.360","0.00","0.00","1.20","-","-","-","1.72","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-0.62%","-0.22%","-0.04%","-1.83%","-1.37%","-"
"7324","ITIC","投资者不动产","158.500","-1.390","-0.87%","-0.69%","5.57%","3.59%","0.000","0.000","0","0","4318","69.49万","1.090%","161.800","159.890","162.695","158.500","0.33","-0.69","2.62","8.795","9.553","1.408","1.75","0.00%","159.890","158.500","0.00%","0.00%","159","951","0.00","0.00","0.000","0.000","3.00亿","2.11亿","189.24万","133.04万","0.96%","11.01%","6.03%","29.18%","-0.09%","保险-专业"
"7325","ZIONL","ZIONS BANCORPORATION N A. 6.95%FIXED TO FLTG SUBORD NTS 15/09/2028","28.014","-0.246","-0.87%","0.00%","2.96%","0.88%","0.000","0.000","0","0","834","2.35万","0.000%","28.450","28.260","28.450","28.014","0.00","0.00","1.54","-","-","-","0.08","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","1.30%","2.58%","1.87%","5.01%","-5.35%","-"
"7326","GBUG","BARCLAYS BANK PLC IPATH GOLD ETN GBL MEDIUM TERM NT USD A","29.880","-0.263","-0.87%","0.00%","-3.79%","-4.30%","0.000","29.870","0","900","11","329","0.000%","30.000","30.142","29.880","29.880","0.00","-0.87","0.00","-","-","-","0.01","-100.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4183.06万","4183.17万","140万","140万","1.79%","-0.98%","-1.35%","-7.48%","13.66%","-"
